name,url,sku,pid,mpn,brand,color,price,currency,availability,description,specifications,images,primary_category,category_1,breadcrumbs,reviews_count,average_rating,uniq_id,scraped_at
"Philip Kingsley Pure Colour Frizz Fighting Gloss, 50ml",https://www.johnlewis.com/philip-kingsley-pure-colour-frizz-fighting-gloss-50ml/p5389641,239288660,5389641,239288660,Philip Kingsley,,0,GBP,Discontinued,"Pure Colour Gloss instantly smoothes and controls frizz, leaving hair beautifully soft and silky, with reflective shine. Our conditioning, heat-protecting formula improves moisture retention and extends colour longevity. Our sulphate-free Anti-Fade Shampoo, Reviving Conditioner and Frizz-Fighting Gloss create a 360 regime to lock in colour and nourish strands, extending time between salon visits. Locking in the good and blocking out the bad, the regime optimises the condition of your hair and scalp, for stronger hair and longer-lasting colour.",[],,Beauty,Hair Care,Beauty | Hair Care | Hair Treatments,,,fe1a86d2-09a8-5d85-bdc8-d9219502d958,3/3/2024
"The Little Tailor Baby Stripe & Rocking Horse Booties, Pack of 2, White",https://www.johnlewis.com/the-little-tailor-baby-stripe-rocking-horse-booties-pack-of-2/white/p6172724,241049724,6172724,241049724,The Little Tailor,White,5,GBP,OutOfStock,"<p>A great gift for new arrivals, this supersoft two-pack of booties feature sweet designs with stripe and rocking horses. Made from supersoft cotton for ultimate comfort.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006160366,https://johnlewis.scene7.com/is/image/JohnLewis/006160366alt2,https://johnlewis.scene7.com/is/image/JohnLewis/006160366alt3,https://johnlewis.scene7.com/is/image/JohnLewis/006160366alt1",Baby & Child,Baby & Toddlerwear (0-3 yrs),Baby & Child | Baby & Toddlerwear (0-3 yrs) | Baby & Toddler Shoes,1,5,19b18c94-dc47-5083-83a7-9e0a954ec369,3/3/2024
"Frith Sculpture Highland Cattle by Veronica Ballan, Bronze",https://www.johnlewis.com/frith-sculpture-highland-cattle-by-veronica-ballan-bronze/p3635389,237446240,3635389,237446240,Frith Sculpture,,55,GBP,InStock,"<p>This standing sculpture by Veronica Ballan captures the imposing nature of this iconic breed of cattle from the Scottish Highlands.</p>
<p>Created from solid cold cast bronze resin.</p>",[],,Home & Garden,Decorative Accessories,Home & Garden | Decorative Accessories | Ornaments,3,5,02e53d4e-6406-5d16-80b6-7b7f51b87096,3/3/2024
"TOM FORD Shade & Illuminate Concealer, 2W1 Taupe",https://www.johnlewis.com/tom-ford-shade-illuminate-concealer/p5759709,240232393,5759709,240232393,TOM FORD,2W1 Taupe,49.3,GBP,OutOfStock,"<p>Crease-proof concealer to boost radiance and even skin tone.</p> <p>Shade and Illuminate Concealer is a medium-buildable, waterproof formula merging three-dimensional skincare with three-dimensional radiance.          Infused with Hyaluronic acid, this crease-proof concealer moisturises, smooths, and obscures redness, dark undereye circles and fine lines – creating a flawless base for Shade and Illuminate Soft Radiance Foundation.</p> <p>Hyaluronic Acid: moisturises and helps maintain skin’s moisture barrier, helping it look plump.</p>",[],,Beauty,Makeup,Beauty | Makeup,6,4.5,05f96040-05ab-5c64-95dd-13f413431ac8,3/3/2024
Mango Figo Long Sleeve Tee,https://www.johnlewis.com/mango-figo-long-sleeve-tee/light-beige/p109629721,109629384,109629721,109629384,Mango,Light Beige,0.00,GBP,Discontinued,"<p>Bolstering your daytime collection, this t-shirt by Mango has a textured effect for a bold look.</p>
 <p>Classic in cut with a v-neckline and long sleeves, it is made from a light yet durable blended fabric and is an easy daytime option.</p>",[],,Women,Women's Shirts & Tops,Women | Women's Shirts & Tops,,,3b149d83-964f-5dd7-bac3-a0a811e19bce,3/3/2024
"Boden Yoke Detailed Frill Sleeve Midi Dress, Navy/Abstract Vine",https://www.johnlewis.com/boden-yoke-detailed-frill-sleeve-midi-dress-navy-abstract-vine/p110047516,110046644,110047516,110046644,Boden,,0.00,GBP,Discontinued,"<p>Designed in a flattering A-line shape, this midi dress by Boden boasts a floral flourish for added appeal.</p>
 <p>With a neat round neckline and frill short sleeves, this piece is one you'll reach for on relaxed days with friends.</p>",[],,Women,Women's Dresses,Women | Women's Dresses,,,9a1241be-1538-51c9-9deb-d07959f80bfa,3/3/2024
"OPI Nail Lacquer, Alpine Snow",https://www.johnlewis.com/opi-nail-lacquer/alpine-snow/p131554,237583805,131554,237583805,OPI,Alpine Snow,12.66,GBP,InStock,"<p>OPI nail polish provides a comprehensive palette of gorgeous colours to suit your every mood, outift and season. With fun, descriptive names and a chip-resistant formula.</p> <p>OPI nail polish is used in professional nail salons all over the world on both acrylic and natural nails.</p><p>Neither OPI nail polish or any other OPI product is subject to animal testing.</p>",[],,Beauty,Nail Polish & Care,Beauty | Nail Polish & Care,107,4.5,79b9cb24-6151-5abf-842c-f3aaef042464,3/3/2024
"Panache Anya Riva Spot Balconette Swimsuit, Navy/Vanilla",https://www.johnlewis.com/panache-anya-riva-spot-balconette-swimsuit-navy-vanilla/p6050075,240894064,6050075,240894064,Panache,,56.00,GBP,InStock,"<p>Panache's Anya Riva balconette swimsuit has a classic look with its spot print. Inner panels offer tummy control, providing confidence and a smooth fit whilst the adjustable straps allow you to get properly comfy. Wired hidden cups provide support and shape for the fuller bust and outer powermesh lined wings with 30mm clasps on all sizes provide further anchorage. It all comes together to create a sophisticated suit with a classic and functional style.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006024389alt1,https://johnlewis.scene7.com/is/image/JohnLewis/006024389,https://johnlewis.scene7.com/is/image/JohnLewis/006024389alt2,https://johnlewis.scene7.com/is/image/JohnLewis/006024389alt3,https://johnlewis.scene7.com/is/image/JohnLewis/006024389alt4",Women,Women's Swimwear & Beachwear,Women | Women's Swimwear & Beachwear,23,4.6,f161a536-f04a-5526-9b48-1bc410d46aaa,3/3/2024
"Ted Baker Ellerby Stripe Polo Shirt, Navy/White",https://www.johnlewis.com/ted-baker-ellerby-stripe-polo-shirt-navy-white/p110369052,240973258,110369052,240973258,Ted Baker,,0,GBP,Discontinued,"<p>Refresh your approach to timeless staples with this​ cotton blend polo shirt from Ted Baker.</p>
 <p>Reworking classic stripes into your perennial wardrobe, you can style it with anything and everything to suit your mood.</p>",[],,Men,Men's Polo Shirts & Rugby Shirts,Men | Men's Polo Shirts & Rugby Shirts,,,baf9413a-6705-56b9-b943-0cc52fb5dc45,3/3/2024
"Haglöfs Roc Men's Recycled Waterproof Gore-Tex Jacket, True Black",https://www.johnlewis.com/haglofs-roc-mens-recycled-waterproof-gore-tex-jacket/true-black/p5133903,241083545,5133903,241083545,Haglöfs,True Black,320,GBP,InStock,"<ul>
<li>Made from 3-layer GORE-TEX fabric
</li><li>2-way water repellent front zip with inner placket for keeping moisture out
</li><li>Two mid mounted hand pockets keep essentials close
</li><li>Adjustable, climbing helmet-compatible hood with laminated peak
</li><li>Cord adjustment in waist hem
</li><li>Articulated sleeves and velcro adjustable cuffs to keep out the elements
</li></ul>

<p>Ideal for an urban lifestyle, Haglöfs' Roc jacket keeps true to the brand's innovative and daring ethos. It's breathable, offers great protection from the elements, and it´ll take you outdoors and get your pulse racing, even in bad weather and harsh conditions.</p>

<p>Created to a minimalistic design, a jacket of this quality just becomes an outdoor essential once you've had it long enough. Made from 3-layer GORE-TEX®, the techy fabric comes waterproof, windproof and breathable as standard; the kind of reliable performance you need out in the wilderness.</p>

<p>Equipped with a slightly longer fit, for better protection while you're active, its rendered with two mid mounted hand pockets that'll keep hands and valuables protected from the worst of winter's weather. And because no one likes a high maintenance jacket that requires specific washing or intricate caring routine, this comes as machine washable, drying fast and maintaining its protection.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006189375,https://johnlewis.scene7.com/is/image/JohnLewis/006189375alt1",Men,Men's Coats & Jackets,Men | Men's Coats & Jackets,2,5,4cbe2cf8-54fa-5244-949d-5a30b1a11dfb,3/3/2024
"MAC Pro Longwear Nourishing Waterproof Foundation, N18",https://www.johnlewis.com/mac-pro-longwear-nourishing-waterproof-foundation/n18/p1969058,236932627,1969058,236932627,MAC,N18,34,GBP,OutOfStock,"<p>A tenacious waterproof formula that can be used as a foundation or concealer, wearing for an unprecedented 16 hours. Neither rain nor tears can budge this oil-free watertight product that actually repels moisture from the surface of the face. The formula blends seamlessly on the skin with medium to full weightless coverage and a natural satin finish.</p> <p><em>MAC Pro Longwear Nourishing Waterproof Foundation Collection:</em><br>The latest addition to MAC's ever-popular Pro Longwear lineup features a tenacious waterproof formula that can be used as a foundation or concealer, wearing for an unprecedented 16 hours. Blends seamlessly on the skin with medium to full weightless coverage and a natural satin finish. </p><p>For those looking for a wet-proof velvety matte finish, try MAC Pro Longwear Powder/Pressed, which promises zero shine with sheer to medium coverage for up to 12 hours in any climate. </p>",[],,Beauty,Makeup,Beauty | Makeup,106,3.1,9926397a-f629-5d9c-b473-86458cf2dff6,3/3/2024
"Nora Rose by Cyberjammies Maeve Floral Print Dressing Gown, Grey Multi",https://www.johnlewis.com/nora-rose-by-cyberjammies-maeve-floral-print-dressing-gown/grey-multi/p109659373,109659127,109659373,109659127,Nora Rose by Cyberjammies,Grey Multi,34.00,GBP,InStock,"<p>Made from a comfortable cotton blend that you won't be able to wait to slip into, this dressing gown from Cyberjammies will raise your spirits with its beautiful floral print.</p>",[],https://johnlewis.scene7.com/is/image/JohnLewis/006379098,Women,Women's Nightwear,Women | Women's Nightwear,2,4.5,4b90fec9-cc93-5b79-b1cb-41daa671438b,3/3/2024
"L.K.Bennett Juliette Mesh Peep Toe Ankle Boots, Black",https://www.johnlewis.com/l-k-bennett-juliette-mesh-peep-toe-ankle-boots-black/p5786256,240340057,5786256,240340057,L.K.Bennett,,0.00,GBP,Discontinued,"<p> Balancing function and form, this pair of ankle boots from L.K.Bennett is made with textile uppers for light and comfortable wear.</p> 
<p>Sitting on a stiletto heel, they are finished with a peep toe that has form and function covered.</p> 
<p>Heel height: 8cm</p>",[],,Women,Women's Boots,Women | Women's Boots,,,c55319f4-dc4d-5bc9-acf0-18e57f78bb6b,3/3/2024
MakeBox & Co Floral Finch Cross Stitch Hoop Kit,https://www.johnlewis.com/makebox-co-floral-finch-cross-stitch-hoop-kit/p110199894,110131488,110199894,110131488,MakeBox & Co,,25,GBP,InStock,"<p>Flora the finch is a cross-stitch that truly celebrates joyful floral colour. This prettiest little plump bird is perched on a branch surrounded by an array of folksy flowers in different designs and seven different colours.</p> 
 
<p>Cross stitch is a simple embroidery technique likened to painting by numbers. Each square of the Aida fabric is filled with a little cross of colour, which is where it gets its name. This box contains a full easy-to-follow cross-stitch guide as well as a pattern.</p> 
 
",[],,Sport & Leisure,Haberdashery,"Sport & Leisure | Haberdashery | Craft, Crochet & Sewing Kits",,,61a17df2-0f68-541a-8fe0-5c9fcc75965a,3/3/2024
"Hydro Flask Double Wall Vacuum Insulated Stainless Steel Drinks Bottle, 621ml, Trillium",https://www.johnlewis.com/hydro-flask-double-wall-vacuum-insulated-stainless-steel-drinks-bottle-621ml/p6204609,110966407,6204609,110966407,Hydro Flask,Trillium,35,GBP,OutOfStock,"<p>Take your refreshment with you in this insulated Hydro Flask water bottle, powder-coated for an easy grip that's sweat-free and durable. Thanks to the brand's TempShield double-walled, vacuum-insulated technology, it guards the temperature of your drink, keeping beverages cold up to 24 hours and hot up to 12 hours when using the lid.</p>
<p>Made with pro-grade stainless steel, a robust metal known for its resistance and purity, the bottle protects against the transfer of flavours, keeping your water pure-tasting. The durable construction ensures no condensation or heat transfer to the outside of the bottle and it's easy to clean. Both the bottle and its lid are dishwasher safe.</p>
<p>This leak-proof design is BPA-free and comes with a Standard Mouth Insulated Leak-Proof Flex Cap for even better temperature control, plus a carry handle for drinking on the go.</p>",[],,Home & Garden,Drinkware,Home & Garden | Drinkware | Water Bottles,7,4.9,f7b45396-ca3d-5723-b2e9-c7876e4bc232,3/3/2024
"G Plan Vintage The Seventy One Small 2 Seater Leather Sofa, Cambridge Slate",https://www.johnlewis.com/g-plan-vintage-the-seventy-one-small-2-seater-leather-sofa/cambridge-slate/p6382232,109051260,6382232,,G Plan Vintage,Cambridge Slate,2279,GBP,InStock,"<p><strong>The Seventy One</strong> has laid-back proportions and deep, soft seats which invite you to sink into a stylish embrace. Luxurious top stitching and cushioning details provide an elegant touch whilst the distinctive wooden trim offers mid-century charm.</p>

<p>This sofa comes just as you see it, with no hidden extras. There is another version of this small 2-seater sofa though, which has a concealed USB charging point for a modern twist.</p>

<p><strong>Try before you buy</strong><br>We're confident in our furniture's quality, but it's always a good idea to check that it's a good personal fit for you. We can't display all of our pieces in all of our stores – they just won't fit – but call us on 03452 661805 and we can help you find a nearby location to see, sit or even lie on it before ordering.</p>",[],,,,,,,0467c8a3-c662-56a5-9631-dd19b7eb684b,3/3/2024
"Rodd & Gunn Signature Cap, Moonlight",https://www.johnlewis.com/rodd-gunn-signature-cap/moonlight/p6319271,109212972,6319271,109212972,Rodd & Gunn,Moonlight,35,GBP,InStock,"<p>Incorporating a touch of animal appeal to your edit, this flat cap by Rodd &amp; Gunn is crafted from breathable and lightweight pure cotton for a look you can rock every day of the year.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006296253,https://johnlewis.scene7.com/is/image/JohnLewis/006296253alt1,https://johnlewis.scene7.com/is/image/JohnLewis/006296253alt2,https://johnlewis.scene7.com/is/image/JohnLewis/006296253alt3,https://johnlewis.scene7.com/is/image/JohnLewis/006296253alt4,https://johnlewis.scene7.com/is/image/JohnLewis/006296253alt5",Men,"Men's Hats, Gloves & Scarves","Men | Men's Hats, Gloves & Scarves",109,4.9,6b4a3e9a-0812-5e1e-96a5-cb7e44a8da29,3/3/2024
"Osborne & Little Skomer Furnishing Fabric, Heather",https://www.johnlewis.com/osborne-little-skomer-furnishing-fabric/heather/p5731186,239868883,5731186,239868883,Osborne & Little,Heather,61,GBP,InStoreOnly,"<p>An island off the coast of Wales gives its name to this collection of semi-plain weaves.</p>

<p><strong>Ready to place your order, or looking for more advice?</strong><br>
If you'd like to purchase this fabric and are ready to place your order, or need a little styling advice, there are a few ways we can help. Firstly, come into any of our shops and speak to a Partner. Alternatively, we can come to you as we're also now offering in-home appointments. Finally, you can book a virtual appointment and speak to one of our estimators on a video or phone call. They'll provide a combination of practical measuring, design and technical advice.<br> <a href=""https://www.johnlewis.com/our-services/curtains-and-blinds?intcmp=ic_20200605_virtualestimating_cp_hom_a_ah"">Find out more about our services and book an appointment here</a></p>
 ",[{'Osborne & Little': 'Brand\n                                                                            \n                                                                        '}],,Home & Garden,Fabrics,Home & Garden | Fabrics | Fabric Swatches,,,4f3017d0-f876-54ab-9903-f3713ee6523a,3/3/2024
"The Little Tailor Baby Plush Knit Booties, Brown",https://www.johnlewis.com/the-little-tailor-baby-plush-knit-booties/brown/p5720282,240255394,5720282,240255394,The Little Tailor,Brown,19,GBP,OutOfStock,"<p>These super snuggly soft-knitted booties from The Little Tailor are absolutely adorable and practical too. Easy to slip on, the shoes are lined in plush to keep tiny toes cosy and warm.</p>

",[],"https://johnlewis.scene7.com/is/image/JohnLewis/005703768,https://johnlewis.scene7.com/is/image/JohnLewis/005703768alt1,https://johnlewis.scene7.com/is/image/JohnLewis/005703768alt2,https://johnlewis.scene7.com/is/image/JohnLewis/005703768alt3",Baby & Child,Baby & Toddlerwear (0-3 yrs),Baby & Child | Baby & Toddlerwear (0-3 yrs) | Baby & Toddler Shoes,1,5,94ed8667-26ae-5694-a315-ed7b6bd749eb,3/3/2024
"Good American Good Legs Coated Jeans, Black",https://www.johnlewis.com/good-american-good-legs-coated-jeans-black/p5792201,240345329,5792201,240345329,Good American,,165.00,GBP,InStock,<p>A chic pair of skinny cut jeans finished in a contemporary coating.</p>,[],"https://johnlewis.scene7.com/is/image/JohnLewis/005759912,https://johnlewis.scene7.com/is/image/JohnLewis/005759912alt1,https://johnlewis.scene7.com/is/image/JohnLewis/005759912alt2,https://johnlewis.scene7.com/is/image/JohnLewis/005759912alt4",Women,Women's Jeans,Women | Women's Jeans,,,a1c75c90-abeb-5c6c-bc99-c8e6ee48ed6e,3/3/2024
"White Stuff Butterfly Front Stripe Knit Jumper, Navy/Multi",https://www.johnlewis.com/white-stuff-butterfly-front-stripe-knit-jumper-navy-multi/p6286192,241236795,6286192,241236795,White Stuff,,0.00,GBP,Discontinued,"<p>Shaped at the neck by a classic crew framing, this jumper from White Stuff has a butterfly embroidery and striped sleeves for a cosy look.</p>",[],,Women,Women's Knitwear,Women | Women's Knitwear,,,7496439e-1fea-575d-b209-12fa12432510,3/3/2024
Kin Plain Ribbed Knit Shirt,https://www.johnlewis.com/kin-plain-ribbed-knit-shirt/p109646498,109251982,109646498,109251982,Kin,Black,0.00,GBP,Discontinued,"<p>A modern take on the classic button down, we love the knitted texture of this piece from Kin. In a skinny ribbed design, it comes with a vintage-inspired collar and subtle cut out accent at the cuff.</p>",[],,Women,Women's Shirts & Tops,Women | Women's Shirts & Tops,,,82f08afd-9188-5677-9215-006dc0ba25e1,3/3/2024
"John Lewis Charlotte Full Depth Upholstered Headboard, Small Double, Soft Touch Chenille Mole",https://www.johnlewis.com/john-lewis-charlotte-full-depth-upholstered-headboard-small-double/p4945784,238220192,4945784,238220192,John Lewis,Soft Touch Chenille Mole,339,GBP,InStock,"<p>Made in the UK, our <b>Charlotte</b> upholstered headboard has an opening on either side so it's easy to slot into the back of your divan base. A full-depth fitting that's well-padded for comfort, the sleek arch at the top gives it a more traditional look.</p>

<p><b>Choose from one of our fabrics:</b><br />

</p><p>Our <b>Band A fabric, Canvas</b> is a durable, textured weave that's ideal for styling with bold colours and darker shades</p>

<p>Our <b>Band A fabric, Cotton Effect</b> is woven to create a linen-effect feel, and is available in a versatile palette of colours</p>

<p>Our <b>Band A fabric, Brushed Tweed</b> is woven with man-made fibres, making it exceptionally durable and versatile</p>

<p>Our <b>Band B fabric, Soft Touch Chenille</b> has a velvet-style, chenille feel. It's woven with man-made fibres to create a beautifully soft yarn and can appear two-tone in different lights</p>

<p>Our <b>Band B fabric, Deep Velvet</b> is soft and luxurious like velvet and available in a rich colour palette</p>

<p>Our <b>Band B fabric, Mole</b> is a soft and cosy woven wool-blend. Piling and bobbling may occur naturally over time</p>

<p>Our <b>Band C fabric, Marylamb</b> is woven from both man-made and natural fibres, creating a tactile and soft-touch feel.</p>  

<p>Our <b>Band C fabric, Aquaclean Velvet</b> will liven up your bedroom. It's plush, available in a range of bold colours and treated with Aquaclean so that it can be wiped clean with just water. A smart choice for families and those with pets</p>

<p><b>Want to see it first?</b><br />
You may want to see and get a feel for the furniture before ordering. Pop into one of our shops to see the full range of colours and fabrics on offer. If you do plan on doing this, we recommend giving us a call on 03452 661805 as not all our ranges are on display in our shops. We'll be able to tell you where the range you'd like to view is on display.</p>
4937597",[],,Furniture & Lights,Bedroom,Furniture & Lights | Bedroom | Headboards,1,5,e61bc23b-6371-54bb-bb89-69317a4eeb7a,3/3/2024
"BY TERRY Rouge Expert Click Stick Lipstick, Palace Wine",https://www.johnlewis.com/by-terry-rouge-expert-click-stick-lipstick/bare-me/p3779293,237742816,3779293,237742816,BY TERRY,Palace Wine,19,GBP,InStock,"<p>No more compromises: one click and you can have it all ! This 3-in-1 hybrid lipstick is rich like a balm, precise like a pencil and intense like a premium pigment. In just one stroke, it reveals the boldest colour impact all day long.</p>  <p>Absolute coverage and velvet-smooth comfort upon application through an ultra-feminine gesture. Its ergonomic drop-shaped tip instantly outlines the contour and fills the lips. A range of glamorous shades from nude to pop to give your lips a bespoke touch of style.</p>",[],,Beauty,Makeup,Beauty | Makeup,110,4.2,7d882ba7-a588-55f5-b3b4-aa9d3f97736c,3/3/2024
"Superdry Vintage Scripted College T-Shirt, Navy Red Small Star",https://www.johnlewis.com/superdry-vintage-scripted-college-t-shirt/p110054837,110054557,110054837,110054557,Superdry,Navy Red Small Star,26.99,GBP,OutOfStock,"<p>Make down-time dressing effortless with this cotton round neck t-shirt by Superdry.</p>
 <p>Lay a solid foundation for your casual looks by slipping this go-with-anything piece on with joggers or jeans.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006435468,https://johnlewis.scene7.com/is/image/JohnLewis/006435468alt2,https://johnlewis.scene7.com/is/image/JohnLewis/006435468alt6,https://johnlewis.scene7.com/is/image/JohnLewis/006435468alt7",Men,Men's T-Shirts,Men | Men's T-Shirts,,,38679a1c-1ad0-5ce6-81ee-8ab0d4c18cb6,3/3/2024
Crocs Classic All-Terrain Clogs,https://www.johnlewis.com/crocs-classic-all-terrain-clogs/black/p5819776,239969278,5819776,239969278,Crocs,Black,0,GBP,Discontinued,"<p>Travel. Exploration. Adventures near and far.</p>
<p>The Classic All-Terrain Clog is ready for it all, even in the harshest environments. With a more rugged outsole and an adjustable turbo strap, the ground beneath your feet has never felt more surmountable. Lightweight Croslite™ construction makes them a practical and packable choice for any outing. It's time to shift into all-wheel drive. Flip that strap back and go find your fun!</p>",[],,Men,Men's Sandals,Men | Men's Sandals,,,89063c7a-c080-519b-849d-ef9c43790e43,3/3/2024
"Saint Tropez Stella Tie Front Long Sleeve Shirt, Army Green Fresco",https://www.johnlewis.com/saint-tropez-stella-tie-front-long-sleeve-shirt/army-green-fresco/p109814226,109814125,109814226,109814125,Saint Tropez,Army Green Fresco,24.00,GBP,InStock,"<p>Bringing a neat addition to your wardrobe, this blouse from Saint Tropez boasts an eye-catching geometric pattern.</p>
 <p>Cut with a round neckline and long sleeves, it is made from soft fabric that withstands creasing and is an everyday wardrobe essential.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/006402156,https://johnlewis.scene7.com/is/image/JohnLewis/006402156alt1,https://johnlewis.scene7.com/is/image/JohnLewis/006402156alt2,https://johnlewis.scene7.com/is/image/JohnLewis/006402156alt3,https://johnlewis.scene7.com/is/image/JohnLewis/006402156alt4,https://johnlewis.scene7.com/is/image/JohnLewis/006402156alt5",Women,Women's Shirts & Tops,Women | Women's Shirts & Tops,,,13856b75-8432-5f47-9687-32511b614cce,3/3/2024
"White Stuff Amelia Skinny Jeans, Black",https://www.johnlewis.com/white-stuff-amelia-skinny-jeans/dark-plum/p109205587,240821877,109205587,240821877,White Stuff,Black,44.00,GBP,OutOfStock,"<p>Cut to a skinny fit that stays streamlined as you go about your day, these mid rise jeans from White Stuff are made with comfort in mind thanks to their soft cotton blend composition.</p>
 <p>Allowing for mixing and matching, this is the ultimate pair in terms of versatility.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/005956132,https://johnlewis.scene7.com/is/image/JohnLewis/005956132alt1,https://johnlewis.scene7.com/is/image/JohnLewis/005956132alt2,https://johnlewis.scene7.com/is/image/JohnLewis/005956132alt3,https://johnlewis.scene7.com/is/image/JohnLewis/005956132alt4,https://johnlewis.scene7.com/is/image/JohnLewis/005956132alt5",Women,Women's Jeans,Women | Women's Jeans,,,69a346f4-d284-5e47-8f20-f736924ffc81,3/3/2024
"BOSS Paddy Short Sleeve Polo Shirt, Dark Red",https://www.johnlewis.com/boss-paddy-short-sleeve-polo-shirt/dark-red/p5086103,238870465,5086103,238870465,HUGO BOSS,Dark Red,75,GBP,OutOfStock,"<p>An iconic staple and an essential to any gentleman's wardrobe, the polo shirt has a modern update with the Paddy from BOSS. Made from soft cotton, it's cut in a relaxed fit and features the iconic Hugo Boss logo upon the chest - the collar and sleeves are tipped with ribbed contrast colouring.</p>

<p>The Paddy polo shirt works well with crisp chinos or tailored shorts in warm-weather looks.</p>",[],"https://johnlewis.scene7.com/is/image/JohnLewis/005079156,https://johnlewis.scene7.com/is/image/JohnLewis/005079156alt1,https://johnlewis.scene7.com/is/image/JohnLewis/005079156alt2,https://johnlewis.scene7.com/is/image/JohnLewis/005079156alt3,https://johnlewis.scene7.com/is/image/JohnLewis/005079156alt4",Men,Men's Polo Shirts & Rugby Shirts,Men | Men's Polo Shirts & Rugby Shirts,4,5,dd9f9c37-e40d-56f0-a7eb-8baba669f88d,3/3/2024
Under Armour Sportstyle Left Chest Short Sleeve T-Shirt,https://www.johnlewis.com/under-armour-sportstyle-left-chest-short-sleeve-t-shirt/academy-black/p5295606,110131821,5295606,110131821,Under Armour,Academy/Black,0,GBP,Discontinued,"<ul>
<li>Loose, fuller cut for complete comfort
</li><li>Charged Cotton has the comfort of cotton, but dries much faster
</li><li>4-way stretch construction moves better in every direction
</li><li>Material wicks sweat &amp; dries really fast
</li><li>Super-soft, cotton-blend fabric provides all-day comfort
</li></ul>

<p>Whether you're pushing for that extra rep in the gym or letting the weights have a breather on your rest day, this short sleeve Under Armour top is with you all the way to the finish line.</p>",[],,Men,Men's T-Shirts,Men | Men's T-Shirts,,,15bac243-4f1c-5563-aab2-f9259bdd0c1e,3/3/2024
"Converse Kids' Chevron Recycled Polyester Joggers, Blue",https://www.johnlewis.com/converse-kids-chevron-recycled-polyester-joggers-blue/p110258063,240789841,110258063,240789841,Converse,,0,GBP,Discontinued,<p></p>,[],,Baby & Child,Boys' Clothes (2+ yrs),Baby & Child | Boys' Clothes (2+ yrs) | Boys' Trousers,,,e730cf44-3979-5adc-ab66-7cb424adb038,3/3/2024
"John Lewis Chester Leather Snuggler, Dark Leg",https://www.johnlewis.com/john-lewis-chester-leather-snuggler-dark-leg/sellvagio-cognac/p4273580,238455815,4273580,238455815,John Lewis,,0,GBP,Discontinued,"<p>A modern twist on a classic shape, <strong>Chester</strong> features deep, feather-wrapped seat cushions and buttoned back detailing for an inviting sit, finished with brass-capped tapered legs.</p>

<p><strong>Worth knowing…</strong><br /> As leather is a natural product, there are natural characteristics on each leather hide used to make our sofas. These could be things like brand marks, insect bites or wrinkles. A large sofa could be made with as many as four hides so there may also be some slight colour variation, however, we have strict guidelines to make sure any noticeable marks aren't in a prominent place. These distinctive qualities also mean that no two pieces of leather furniture will be exactly the same.</p>

<p><strong>It's the little things</strong><br />We care about our furniture; how it's designed, the materials used and the people who make it. That's why every detail is carefully considered, with more than 20 quality checks, to ensure you're as proud of it as we are.</p><p><strong>Try before you buy</strong><br />We're confident in our furniture's quality, but it's always a good idea to check that it's a good personal fit for you. We can't display all of our pieces in all of our stores – they just won't fit – but call us on 03452 661805 and we can help you find a nearby location to see, sit or even lie on it before ordering.</p>",[],,Furniture & Lights,Sofas & Armchairs,Furniture & Lights | Sofas & Armchairs | Sofas & Sofa Beds,,,0093fcad-d716-562b-9ab7-3566343427be,3/3/2024
Barbour Liddesdale Quilted Jacket,https://www.johnlewis.com/barbour-liddesdale-quilted-jacket/black/p110044540,110040591,110044540,110040591,Barbour,,0,GBP,Discontinued,"<p>With its classic padded shape and reliable protection against the cold, reach for this quilted jacket from Barbour.</p>
 <p>Constructed from robust fabric, it is regular in length and fastens with a zip for effortless on-off.</p>",[],,Men,Men's Coats & Jackets,Men | Men's Coats & Jackets,,,3552c888-d5a6-557c-8a35-4be79dab4817,3/3/2024
